loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
6075,5267,1997-11-26,129312,24,5388.0,D,4,POPLATEK MESICNE,1996-01-12,5388.5,0.0,0.0,0.0,0.0,5388.5,1996-01-12,1997-11-21,1905946.0,12539.118421052632,14350.981694705682,-8657.0,116312.0,45331.05263157895,32759.977365134113,988728.0,186569.0,730649.0,3534.0,0.0,0.0,985194.0,917218.0,0.0,1902063.0,0.0,34.0,0.0,315.0,3534.0,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,F,1973-10-20,No Card,
6076,5269,1997-02-02,117420,60,1957.0,C,49,POPLATEK MESICNE,1996-07-04,10010.0,0.0,7260.0,0.0,793.0,1957.0,1996-07-04,1997-01-31,296442.0,6894.0,8388.64974661766,500.0,68585.0,40841.88372093023,15410.37215676399,160491.0,0.0,135951.0,1323.0,16106.0,0.0,159168.0,119845.0,0.0,293488.0,0.0,0.0,1586.0,45.0,1323.0,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123,OWNER,M,1966-02-21,No Card,
6077,5270,1993-11-22,79608,24,3317.0,A,44,POPLATEK MESICNE,1993-01-13,3317.0,0.0,0.0,0.0,0.0,3317.0,1993-01-13,1993-11-16,932821.0,17600.396226415094,19189.297363914986,800.0,125826.0,69954.62264150943,24870.271078311718,518282.0,53749.0,360790.0,2868.0,0.0,514614.0,800.0,414539.0,0.0,929863.0,0.0,0.0,0.0,90.0,2868.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,M,1970-04-28,No Card,
6078,5283,1998-09-09,170832,48,3559.0,C,15,POPLATEK MESICNE,1997-09-18,13208.0,0.0,0.0,0.0,9649.0,3559.0,1997-09-18,1998-08-31,1039519.0,15992.6,18603.191377590298,700.0,121425.0,65037.96923076923,23103.52789278703,545821.0,20350.0,473348.0,2457.0,67543.0,542664.0,700.0,426155.0,0.0,969414.0,0.0,0.0,67543.0,105.0,2457.0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,M,1970-01-07,No Card,
6083,5305,1998-03-31,240528,48,5011.0,C,47,POPLATEK MESICNE,1996-09-16,5011.2,0.0,0.0,0.0,0.0,5011.2,1996-09-16,1998-03-20,1177645.0,12941.153846153846,13876.249361107059,600.0,86335.0,41135.131868131866,18746.28509462833,594031.0,106519.0,477095.0,2726.0,0.0,586305.0,5000.0,583614.0,0.0,1174724.0,0.0,0.0,0.0,195.0,2726.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1956-06-29,No Card,
6087,5313,1994-02-27,300660,60,5011.0,C,40,POPLATEK MESICNE,1993-04-29,12927.2,0.0,1167.0,958.0,5791.0,5011.2,1993-04-29,1994-02-23,682610.0,10342.575757575758,13800.590104507633,800.0,135175.0,45854.78787878788,30520.917179743697,358264.0,12091.0,312255.0,1295.0,39580.0,0.0,356969.0,284766.0,0.0,647495.0,4790.0,0.0,28955.0,75.0,1295.0,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,OWNER,M,1950-01-07,No Card,
6088,5317,1997-03-07,90180,36,2505.0,C,28,POPLATEK MESICNE,1996-10-20,6835.8,0.0,0.0,0.0,4331.0,2504.8,1996-10-20,1997-02-28,110765.0,8520.384615384615,7874.37678527071,200.0,51814.0,31516.23076923077,14090.878238266094,73665.0,0.0,37100.0,434.0,0.0,67631.0,5600.0,37100.0,0.0,110331.0,0.0,0.0,0.0,0.0,434.0,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,OWNER,M,1960-09-23,No Card,
6095,5358,1997-01-24,68340,60,1139.0,C,4,POPLATEK MESICNE,1995-05-18,10330.0,0.0,0.0,0.0,9191.0,1139.0,1995-05-18,1997-01-07,1030894.0,9042.929824561403,10543.474957988099,500.0,71565.0,41735.5,11063.596092591233,538524.0,0.0,492370.0,3224.0,137865.0,0.0,535300.0,354505.0,0.0,889580.0,0.0,0.0,137865.0,225.0,3224.0,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,M,1953-03-16,No Card,
6097,5362,1997-08-21,202848,48,4226.0,C,76,POPLATEK TYDNE,1996-09-06,18601.3,0.0,7962.0,0.0,6413.0,4226.3,1996-09-06,1997-08-12,664414.0,8978.567567567568,10042.048572700092,800.0,82958.0,37200.54054054054,17835.934343218312,349109.0,41357.0,273948.0,1955.0,107038.0,329654.0,17500.0,208267.0,0.0,610945.0,0.0,0.0,51304.0,210.0,1955.0,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,OWNER,F,1940-09-30,No Card,
6103,5385,1994-04-07,149340,60,2489.0,C,44,POPLATEK TYDNE,1993-05-21,11243.3,0.0,0.0,0.0,8754.0,2489.3,1993-05-21,1994-03-31,323613.0,5778.803571428572,6217.7867661898135,500.0,53214.0,29069.0,10432.431906842674,173576.0,2333.0,147704.0,1080.0,52524.0,164296.0,8200.0,97513.0,0.0,269829.0,0.0,0.0,52524.0,180.0,1080.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,M,1963-02-01,No Card,
6104,5395,1997-09-05,158184,36,4394.0,C,47,POPLATEK MESICNE,1996-04-26,4393.8,0.0,0.0,0.0,0.0,4393.8,1996-04-26,1997-08-31,781726.0,8228.694736842106,12263.423361096304,400.0,103427.0,47679.98947368421,21180.68423667967,405271.0,34630.0,341825.0,2964.0,0.0,0.0,402307.0,376455.0,0.0,778537.0,0.0,0.0,0.0,225.0,2964.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1953-08-07,No Card,
6109,5422,1996-06-03,368880,60,6148.0,C,66,POPLATEK MESICNE,1994-10-22,10735.0,0.0,2320.0,1435.0,832.0,6148.0,1994-10-22,1996-05-31,2106492.0,11574.131868131868,14792.43795924441,1100.0,151062.0,60030.72527472527,28681.825507128142,1106100.0,97645.0,902747.0,4537.0,73392.0,0.0,1101563.0,927000.0,0.0,2065428.0,22960.0,0.0,13312.0,255.0,4537.0,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,OWNER,M,1974-08-04,No Card,
6111,5428,1993-09-24,174744,24,7281.0,B,24,POPLATEK MESICNE,1993-04-14,7281.3,0.0,0.0,0.0,0.0,7281.3,1993-04-14,1993-09-21,369855.0,11557.96875,14867.785692095806,1000.0,105628.0,37485.53125,28302.681626036752,213997.0,12213.0,143645.0,847.0,0.0,0.0,213150.0,155858.0,0.0,350363.0,0.0,0.0,18600.0,45.0,847.0,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,OWNER,F,1948-08-12,No Card,
6112,5442,1994-06-17,174744,24,7281.0,B,34,POPLATEK MESICNE,1993-03-22,18478.3,0.0,2070.0,1017.0,8110.0,7281.3,1993-03-22,1994-06-15,870330.0,7375.677966101695,10210.49072787174,-1369.0,96659.0,26252.889830508473,23430.534851603436,438628.0,41133.0,390569.0,1633.0,156758.0,0.0,436995.0,274944.0,0.0,740708.0,14238.0,1.0,113540.0,210.0,1633.0,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,F,1978-11-21,junior,1998-03-04
6113,5445,1997-10-01,78696,36,2186.0,C,72,POPLATEK MESICNE,1997-02-19,5793.0,0.0,2298.0,624.0,685.0,2186.0,1997-02-19,1997-09-30,172929.0,4217.780487804878,5602.03589113902,1000.0,56766.0,40292.560975609755,12444.061017306169,104611.0,13752.0,54566.0,941.0,10821.0,98370.0,5300.0,57497.0,0.0,168016.0,1872.0,0.0,2055.0,45.0,941.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,F,1971-03-24,No Card,
6118,5477,1997-10-04,349392,48,7279.0,C,57,POPLATEK MESICNE,1995-12-17,13621.3,0.0,0.0,0.0,6342.0,7279.3,1995-12-17,1997-09-30,1831514.0,12631.131034482758,14178.379868098456,900.0,142575.0,59951.15172413793,27491.41618364494,947772.0,24415.0,859327.0,5094.0,101472.0,0.0,942678.0,778670.0,3600.0,1724693.0,0.0,0.0,101472.0,255.0,5094.0,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,OWNER,M,1954-06-03,classic,1997-05-20
6120,5481,1994-09-11,209184,48,4358.0,A,52,POPLATEK MESICNE,1993-08-16,4358.0,0.0,0.0,0.0,0.0,4358.0,1993-08-16,1994-09-10,981802.0,14438.264705882353,16124.279158357629,1000.0,110584.0,46230.42647058824,19403.36774378312,513027.0,51355.0,417420.0,2007.0,0.0,510020.0,1000.0,468775.0,0.0,979675.0,0.0,0.0,0.0,120.0,2007.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1953-06-18,No Card,
6130,5541,1996-07-18,32640,48,680.0,C,43,POPLATEK MESICNE,1995-03-24,4442.0,0.0,648.0,0.0,3114.0,680.0,1995-03-24,1996-07-17,296691.0,2772.8130841121497,3429.291824497155,300.0,43206.0,25906.542056074766,7545.444671343694,157744.0,0.0,138947.0,1643.0,41382.0,0.0,156101.0,97565.0,0.0,260629.0,0.0,0.0,34254.0,165.0,1643.0,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,OWNER,M,1942-10-15,No Card,
6136,5572,1998-04-19,140880,60,2348.0,C,15,POPLATEK MESICNE,1997-08-11,13662.0,0.0,0.0,0.0,11314.0,2348.0,1997-08-11,1998-04-12,465069.0,10815.558139534884,13373.540757605999,800.0,122248.0,45160.558139534885,26253.286434910275,239414.0,9639.0,216016.0,2084.0,45256.0,0.0,237330.0,180399.0,0.0,417669.0,0.0,0.0,45256.0,60.0,2084.0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,M,1957-12-27,No Card,
6137,5574,1996-04-10,44628,12,3719.0,A,13,POPLATEK TYDNE,1994-07-14,15597.0,0.0,0.0,0.0,11878.0,3719.0,1994-07-14,1996-04-08,2078761.0,14238.089041095891,17918.61927790475,900.0,112690.0,49477.41780821918,22661.96456278497,1079601.0,138232.0,860928.0,3726.0,190048.0,1073475.0,2400.0,809112.0,0.0,1884507.0,0.0,0.0,190048.0,480.0,3726.0,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,OWNER,M,1943-11-26,No Card,
6142,5591,1997-01-21,221880,60,3698.0,C,9,POPLATEK MESICNE,1996-03-16,7239.8,0.0,2874.0,345.0,323.0,3697.8,1996-03-16,1997-01-13,456590.0,6430.845070422535,8954.166328982421,1000.0,74217.0,44440.7323943662,13853.814633994438,247751.0,58612.0,150227.0,1495.0,21252.0,244056.0,2200.0,187587.0,0.0,451012.0,2070.0,0.0,1938.0,75.0,1495.0,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,F,1943-09-29,No Card,
6144,5593,1996-08-09,44376,12,3698.0,A,15,POPLATEK MESICNE,1996-02-27,9746.8,0.0,0.0,0.0,6049.0,3697.8,1996-02-27,1996-08-08,597964.0,15332.410256410256,15195.678860708618,800.0,124090.0,53505.35897435898,28278.272979619025,333102.0,74221.0,190641.0,971.0,24196.0,0.0,332131.0,240666.0,0.0,572752.0,0.0,0.0,24196.0,45.0,971.0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,M,1962-05-23,classic,1996-10-07
6147,5602,1997-12-28,177504,48,3698.0,C,19,POPLATEK PO OBRATU,1996-07-10,3697.8,0.0,0.0,0.0,0.0,3697.8,1996-07-10,1997-12-02,830917.0,9661.82558139535,15591.143932065945,14855.0,139525.0,44723.232558139534,35435.98433784983,425450.0,12767.0,392700.0,2748.0,0.0,0.0,422702.0,405467.0,0.0,826569.0,0.0,0.0,0.0,1600.0,2748.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,M,1944-04-12,classic,1998-10-24
6150,5622,1994-11-02,83016,12,6918.0,A,70,POPLATEK MESICNE,1993-02-08,13818.3,0.0,573.0,0.0,6327.0,6918.3,1993-02-08,1994-10-31,2629263.0,13414.607142857143,14813.12643755963,700.0,136437.0,67891.94387755102,25921.041302918435,1348332.0,82961.0,1197970.0,5665.0,124200.0,0.0,1342667.0,1156731.0,0.0,2509442.0,0.0,0.0,113886.0,270.0,5665.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,M,1979-03-26,junior,1998-10-25
6151,5628,1995-04-25,225420,60,3757.0,C,61,POPLATEK MESICNE,1994-06-17,3757.0,0.0,0.0,0.0,0.0,3757.0,1994-06-17,1995-04-13,278072.0,5452.392156862745,5689.82399403859,200.0,53272.0,31185.156862745098,9614.415144713792,155237.0,0.0,122835.0,1048.0,0.0,0.0,154189.0,122835.0,0.0,276949.0,0.0,0.0,0.0,75.0,1048.0,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,OWNER,F,1948-08-03,No Card,
6153,5632,1995-07-25,285600,60,4760.0,C,5,POPLATEK TYDNE,1994-11-15,4760.0,0.0,0.0,0.0,0.0,4760.0,1994-11-15,1995-07-13,510175.0,10411.734693877552,11677.210295370762,1100.0,126077.0,49651.795918367345,26473.387766443553,269185.0,99010.0,141980.0,1201.0,0.0,0.0,267984.0,240990.0,0.0,508794.0,0.0,0.0,0.0,180.0,1201.0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,F,1980-12-07,No Card,
6157,5650,1995-07-10,98592,24,4108.0,A,10,POPLATEK PO OBRATU,1995-01-08,14638.3,0.0,0.0,0.0,10530.0,4108.3,1995-01-08,1995-07-07,280992.0,10807.384615384615,11368.51269455041,900.0,78714.0,54128.769230769234,19656.34457839543,162432.0,0.0,118560.0,1307.0,21060.0,160225.0,900.0,97500.0,0.0,258425.0,0.0,0.0,21060.0,200.0,1307.0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1963-12-24,No Card,
6168,5698,1998-11-21,99216,36,2756.0,C,1,POPLATEK MESICNE,1997-09-04,12876.0,0.0,0.0,0.0,10120.0,2756.0,1997-09-04,1998-11-13,1090572.0,12681.06976744186,14652.680046198093,300.0,124072.0,57018.61627906977,25880.009267281097,560690.0,33682.0,496200.0,3179.0,91080.0,0.0,557511.0,438802.0,0.0,996193.0,0.0,0.0,91080.0,120.0,3179.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1951-03-22,No Card,
6169,5700,1995-03-16,103680,60,1728.0,D,42,POPLATEK MESICNE,1993-07-20,1728.0,0.0,0.0,0.0,0.0,1728.0,1993-07-20,1995-03-12,424713.0,3896.4495412844035,4349.583599666283,500.0,46520.0,28250.064220183485,9371.457918788055,227468.0,0.0,197245.0,2144.0,0.0,0.0,225324.0,197245.0,0.0,422344.0,0.0,0.0,0.0,225.0,2144.0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1971-06-24,No Card,
6173,5724,1997-01-08,232560,48,4845.0,C,14,POPLATEK PO OBRATU,1995-04-19,9599.0,0.0,1781.0,281.0,2692.0,4845.0,1995-04-19,1997-01-07,1270260.0,7217.386363636364,10657.22302069011,200.0,79287.0,40175.630681818184,15672.012385504167,658007.0,68551.0,543702.0,3567.0,74002.0,639540.0,14900.0,538251.0,0.0,1217806.0,4215.0,0.0,43072.0,1600.0,3567.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,F,1939-04-27,No Card,
6175,5735,1996-02-21,290700,60,4845.0,D,52,POPLATEK MESICNE,1995-01-25,4845.0,0.0,0.0,0.0,0.0,4845.0,1995-01-25,1996-02-19,1427463.0,14274.63,15082.014321470137,-2825.0,129626.0,59647.43,31590.325148612355,719517.0,45356.0,662590.0,2981.0,0.0,0.0,716536.0,707946.0,0.0,1424292.0,0.0,10.0,0.0,180.0,2981.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1959-02-27,No Card,
6178,5742,1995-12-16,232560,48,4845.0,C,74,POPLATEK PO OBRATU,1995-07-05,4845.0,0.0,0.0,0.0,0.0,4845.0,1995-07-05,1995-12-14,352802.0,13066.74074074074,13775.49879759376,600.0,102666.0,63188.74074074074,26203.9315027236,197023.0,18779.0,137000.0,1342.0,0.0,0.0,195681.0,155779.0,0.0,351160.0,0.0,0.0,0.0,300.0,1342.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1970-01-29,No Card,
6185,5774,1995-11-28,31176,24,1299.0,A,1,POPLATEK MESICNE,1995-06-08,9855.0,0.0,7143.0,0.0,1413.0,1299.0,1995-06-08,1995-11-17,207630.0,9027.391304347826,9218.809382497831,700.0,65770.0,46304.217391304344,15341.030927064136,129139.0,0.0,78491.0,961.0,8556.0,0.0,128178.0,69935.0,0.0,205241.0,0.0,0.0,1413.0,15.0,961.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1968-01-29,No Card,
6190,5794,1996-05-06,123600,60,2060.0,C,70,POPLATEK MESICNE,1995-07-14,2060.0,0.0,0.0,0.0,0.0,2060.0,1995-07-14,1996-04-30,446948.0,9121.387755102041,12795.244099886499,300.0,105256.0,39514.87755102041,23277.971293185336,231226.0,45017.0,170705.0,1350.0,0.0,0.0,229876.0,215722.0,0.0,445493.0,0.0,0.0,0.0,105.0,1350.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,M,1967-06-30,No Card,
6196,5837,1997-09-14,177804,36,4939.0,C,5,POPLATEK MESICNE,1996-07-18,4939.0,0.0,0.0,0.0,0.0,4939.0,1996-07-18,1997-09-11,1224108.0,13451.736263736264,15187.7651986614,800.0,140728.0,54375.07692307692,27185.80216429597,635201.0,104242.0,484665.0,2615.0,0.0,0.0,632586.0,588907.0,0.0,1221328.0,0.0,0.0,0.0,165.0,2615.0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,F,1971-07-07,No Card,
6202,5891,1994-04-18,65184,12,5432.0,A,54,POPLATEK MESICNE,1993-01-25,5432.3,0.0,0.0,0.0,0.0,5432.3,1993-01-25,1994-04-16,981764.0,11972.731707317073,13636.580881022237,900.0,102410.0,47426.48780487805,18172.700152174333,524878.0,51536.0,405350.0,2474.0,0.0,521504.0,900.0,456886.0,0.0,979140.0,0.0,0.0,0.0,150.0,2474.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1957-09-29,gold,1997-10-07
6207,5912,1998-06-23,184620,60,3077.0,C,45,POPLATEK MESICNE,1996-10-25,12922.8,0.0,0.0,0.0,9846.0,3076.8,1996-10-25,1998-06-17,809622.0,7164.796460176991,7724.224078183348,1100.0,65518.0,34785.53982300885,10155.01139219608,424320.0,39587.0,345715.0,2776.0,147690.0,406144.0,15400.0,237612.0,0.0,658931.0,0.0,0.0,147690.0,225.0,2776.0,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,OWNER,F,1963-09-16,No Card,
6210,5927,1994-06-06,87216,48,1817.0,B,15,POPLATEK MESICNE,1993-11-26,1817.3,0.0,0.0,0.0,0.0,1817.3,1993-11-26,1994-05-31,133368.0,4041.4545454545455,4832.27211756352,200.0,41410.0,28362.303030303032,8425.352906128208,77530.0,3108.0,52730.0,1254.0,0.0,70876.0,5400.0,55838.0,0.0,121984.0,0.0,0.0,10100.0,30.0,1254.0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,M,1964-05-13,No Card,
6215,5944,1998-06-18,78720,48,1640.0,C,27,POPLATEK MESICNE,1997-06-06,6325.0,0.0,0.0,0.0,4685.0,1640.0,1997-06-06,1998-06-12,561617.0,7910.098591549296,9453.679764522427,1000.0,66220.0,45921.16901408451,11738.977165209577,313917.0,0.0,247700.0,2459.0,37480.0,0.0,311458.0,210220.0,0.0,521558.0,0.0,0.0,37480.0,120.0,2459.0,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,F,1944-06-01,classic,1998-09-17
6216,5952,1994-09-30,141240,24,5885.0,A,50,POPLATEK MESICNE,1993-09-07,15565.3,0.0,2968.0,3684.0,3028.0,5885.3,1993-09-07,1994-09-22,953030.0,9343.43137254902,13062.498170171688,1000.0,107784.0,57219.705882352944,19476.273791557956,499450.0,65242.0,388338.0,3182.0,82718.0,494368.0,1900.0,370862.0,0.0,892348.0,33156.0,0.0,24224.0,120.0,3182.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1962-09-11,classic,1996-09-11
6223,5991,1994-11-03,61056,48,1272.0,A,1,POPLATEK MESICNE,1993-11-21,7485.0,0.0,4235.0,0.0,1978.0,1272.0,1993-11-21,1994-10-31,361369.0,5646.390625,6783.211882888862,900.0,55816.0,36039.140625,9064.825891335593,197446.0,0.0,163923.0,1570.0,37278.0,0.0,195876.0,126645.0,0.0,347826.0,0.0,0.0,11868.0,105.0,1570.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1957-09-06,No Card,
6227,6030,1995-03-04,28248,24,1177.0,A,47,POPLATEK MESICNE,1993-08-24,1177.0,0.0,0.0,0.0,0.0,1177.0,1993-08-24,1995-02-28,762506.0,8111.765957446809,9581.86763556538,400.0,69893.0,45582.40425531915,11726.621944188242,398116.0,0.0,364390.0,3193.0,0.0,0.0,394923.0,364390.0,0.0,759103.0,0.0,0.0,0.0,210.0,3193.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,F,1970-02-10,gold,1997-07-31
6228,6034,1993-12-01,464520,60,7742.0,B,6,POPLATEK TYDNE,1993-03-19,7741.8,0.0,0.0,0.0,0.0,7741.8,1993-03-19,1993-11-30,906836.0,13335.823529411764,12806.17888288047,200.0,125943.0,51760.08823529412,27848.614293742707,497104.0,120222.0,289510.0,1751.0,0.0,0.0,495353.0,409732.0,0.0,904875.0,0.0,0.0,0.0,210.0,1751.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1940-12-02,No Card,
6229,6040,1994-10-02,11736,24,489.0,A,1,POPLATEK MESICNE,1993-04-22,9460.0,0.0,1321.0,5015.0,2635.0,489.0,1993-04-22,1994-10-01,802374.0,6032.887218045113,8325.09083639053,1100.0,70827.0,42224.48872180451,11703.058464283271,414677.0,0.0,387697.0,2673.0,115302.0,0.0,412004.0,272395.0,0.0,700056.0,65195.0,0.0,34255.0,195.0,2673.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1938-09-16,No Card,
6232,6051,1994-07-08,276660,36,7685.0,B,56,POPLATEK MESICNE,1993-08-28,7685.0,0.0,0.0,0.0,0.0,7685.0,1993-08-28,1994-07-07,202962.0,3499.344827586207,3063.8023306200953,500.0,32720.0,19257.0,6029.290505523847,111372.0,0.0,91590.0,729.0,0.0,0.0,110643.0,91590.0,0.0,180243.0,0.0,0.0,21900.0,90.0,729.0,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,OWNER,M,1949-05-18,No Card,
6234,6061,1998-05-28,5148,12,429.0,C,1,POPLATEK MESICNE,1997-03-08,8950.0,0.0,0.0,0.0,8521.0,429.0,1997-03-08,1998-05-07,600304.0,7503.8,8923.875496864819,1000.0,66177.0,43197.2625,13377.64207596017,324800.0,0.0,275504.0,2544.0,76689.0,0.0,322256.0,198815.0,0.0,520936.0,0.0,0.0,76689.0,135.0,2544.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1963-03-18,No Card,
6235,6062,1998-04-19,321360,60,5356.0,C,24,POPLATEK MESICNE,1996-08-28,15964.0,0.0,0.0,0.0,10608.0,5356.0,1996-08-28,1998-04-13,1588163.0,11344.021428571428,13852.382762837971,700.0,116394.0,52905.47857142857,19287.96364958569,820041.0,149269.0,618853.0,3894.0,169728.0,803647.0,12500.0,598394.0,0.0,1414316.0,0.0,0.0,169728.0,225.0,3894.0,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,OWNER,M,1975-01-24,classic,1998-12-15
6237,6075,1998-01-06,407952,48,8499.0,D,19,POPLATEK MESICNE,1996-09-15,8499.0,0.0,0.0,0.0,0.0,8499.0,1996-09-15,1997-12-31,269409.0,3453.9615384615386,3084.550119557136,-1450.0,29697.0,14785.705128205129,6609.231071272955,140084.0,0.0,129325.0,958.0,0.0,0.0,139126.0,129325.0,0.0,234086.0,0.0,0.0,34200.0,165.0,958.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1974-02-28,No Card,
6239,6083,1997-09-28,360864,48,7518.0,D,6,POPLATEK TYDNE,1996-09-19,7518.0,0.0,0.0,0.0,0.0,7518.0,1996-09-19,1997-09-24,1213716.0,14112.976744186046,16062.117927139469,500.0,135384.0,52871.53488372093,31203.043350325595,620550.0,98326.0,494840.0,3165.0,0.0,0.0,617385.0,593166.0,0.0,1129911.0,0.0,0.0,80400.0,240.0,3165.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1977-10-26,No Card,
6242,6097,1997-10-22,26208,36,728.0,C,29,POPLATEK MESICNE,1997-06-15,3883.0,0.0,0.0,0.0,3155.0,728.0,1997-06-15,1997-10-13,53848.0,4487.333333333333,4135.497602978681,1000.0,43948.0,27419.75,12688.152090721198,45748.0,0.0,8100.0,292.0,0.0,0.0,45456.0,8100.0,0.0,53556.0,0.0,0.0,0.0,0.0,292.0,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,F,1973-04-12,No Card,
6244,6118,1995-01-08,270648,36,7518.0,B,1,POPLATEK TYDNE,1994-03-07,7518.0,0.0,0.0,0.0,0.0,7518.0,1994-03-07,1995-01-01,933021.0,12958.625,15907.647087846739,200.0,134501.0,60819.97222222222,29717.19618784422,492011.0,0.0,441010.0,4334.0,0.0,0.0,487677.0,441010.0,0.0,894277.0,0.0,0.0,34200.0,210.0,4334.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1937-11-04,No Card,
6249,6138,1997-07-30,67608,24,2817.0,C,54,POPLATEK MESICNE,1997-01-22,13686.3,0.0,0.0,0.0,10869.0,2817.3,1997-01-22,1997-07-21,213374.0,9277.130434782608,8359.210414563131,200.0,54658.0,30181.347826086956,11585.41911828161,115290.0,0.0,98084.0,514.0,10869.0,109876.0,4900.0,87215.0,0.0,201976.0,0.0,0.0,10869.0,15.0,514.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1963-01-25,No Card,
