account_id,district_id,frequency,date,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_DUCHOD_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,k_symbol_UVER_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
1817,10,POPLATEK MESICNE,1996-12-16,9131.0,0.0,0.0,0.0,9131.0,0.0,1996-12-16,1998-12-31,999228,7569.909090909091,8269.082845526236,700,74896,45570.128787878784,10999.090481070143,529623,0,469605,4283,182620,0,525340,272485,14500,0,812040,0,0,182620,285,4283,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,M,1939-10-01,classic,1998-02-02
1818,54,POPLATEK MESICNE,1997-02-25,,,,,,,1997-02-25,1998-12-31,777159,8180.621052631579,8589.19159768134,300,79888,48465.88421052632,13563.211947673533,407884,0,369275,3984,0,0,403900,369275,0,0,772920,0,0,0,255,3984,0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1946-08-19,No Card,
1819,55,POPLATEK TYDNE,1996-10-21,14445.8,0.0,1236.0,8253.0,966.0,3990.8,1996-10-21,1998-12-31,1577252,8572.021739130434,11870.910869593865,700,125319,51082.57065217391,28487.562761935245,841299,18895,717058,5325,237318,0,835974,498635,0,0,1357553,148554,0,17388,540,5325,47892,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,OWNER,M,1952-12-12,No Card,
1820,10,POPLATEK MESICNE,1994-04-22,7794.0,0.0,0.0,0.0,7794.0,0.0,1994-04-22,1998-12-31,2041753,6874.589225589226,6992.25904364226,500,56069,31976.892255892257,9908.653883633697,1035714,0,1006039,7878,397494,0,1027836,608545,0,0,1635616,0,0,397494,765,7878,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1964-06-04,No Card,
1821,70,POPLATEK MESICNE,1995-04-07,9385.0,0.0,0.0,0.0,9385.0,0.0,1995-04-07,1998-12-31,1979634,8317.789915966387,8521.408351512748,500,64090,33430.76050420168,12141.162380721953,1005129,0,974505,5956,384785,0,999173,589720,0,0,1588293,0,0,384785,600,5956,0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1961-02-17,No Card,
1822,30,POPLATEK MESICNE,1993-05-05,1996.0,0.0,0.0,0.0,1996.0,0.0,1993-05-05,1998-12-31,683757,1970.4812680115274,2171.4311259544265,900,48587,28767.884726224784,7858.027385501902,362858,0,320899,7678,127744,354280,900,193155,0,354280,193110,0,0,127744,945,7678,0,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804,OWNER,F,1927-06-13,No Card,
1823,3,POPLATEK MESICNE,1996-09-28,2347.0,0.0,0.0,0.0,2347.0,0.0,1996-09-28,1998-12-31,252095,2154.6581196581196,2128.948834690706,1000,27648,17376.1452991453,4336.7908766755745,136134,0,115961,1727,53981,133407,1000,61980,0,133407,62650,0,0,53981,330,1727,0,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,F,1920-02-24,No Card,
1824,52,POPLATEK MESICNE,1994-01-17,9834.0,0.0,9515.0,0.0,319.0,0.0,1994-01-17,1998-12-31,3034034,7642.403022670025,9472.923496710837,300,92917,49745.39546599496,14452.862978840256,1553049,0,1480985,12397,531355,0,1540652,949630,0,0,3003282,0,0,17545,810,12397,0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1972-05-27,No Card,
1825,3,POPLATEK MESICNE,1995-12-05,4113.0,0.0,2688.0,0.0,1425.0,0.0,1995-12-05,1998-12-31,697867,2895.713692946058,3511.0289845267193,500,62135,39592.43153526971,9681.507817983105,378058,0,319809,5932,135729,0,372126,184080,0,0,644430,0,0,47025,480,5932,0,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,M,1968-11-07,No Card,
1826,5,POPLATEK MESICNE,1994-05-22,9921.0,0.0,0.0,0.0,9921.0,0.0,1994-05-22,1998-12-31,2332697,7749.8239202657805,8104.389841657373,600,77283,42224.78073089701,11541.841601397962,1189296,0,1143401,9036,505971,0,1180260,615230,22200,0,1816940,0,0,505971,750,9036,0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,M,1946-11-07,classic,1997-05-26
1827,10,POPLATEK MESICNE,1993-09-06,2567.0,0.0,0.0,0.0,2567.0,0.0,1993-09-06,1998-12-31,589137,1882.2268370607028,1896.4882009801563,400,32280,22659.76677316294,4545.537163249484,310539,0,278598,5947,151453,304192,400,127145,0,304192,126660,0,0,151453,885,5947,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,M,1925-01-29,No Card,
1828,1,POPLATEK MESICNE,1994-09-28,9694.5,2394.5,3111.0,153.0,4036.0,0.0,1994-09-28,1998-12-31,4602285,9918.717672413793,14243.036361191016,1000,186881,58396.18965517241,25662.922441790823,2333326,266584,2002375,10998,335800,0,2322328,1933159,0,0,4397918,7038,0,185656,675,10998,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1972-07-04,No Card,
1829,43,POPLATEK MESICNE,1993-02-27,3684.0,0.0,0.0,0.0,3684.0,0.0,1993-02-27,1998-12-31,1169908,3161.9135135135134,3388.227327984966,900,46470,23953.859459459458,7230.210134001698,598169,0,571739,6759,243144,0,591410,328595,0,0,919030,0,0,243144,975,6759,0,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,OWNER,M,1968-11-08,No Card,
1830,10,POPLATEK MESICNE,1993-02-08,7692.0,0.0,0.0,0.0,7692.0,0.0,1993-02-08,1998-12-31,1779736,4943.711111111111,5197.093684272723,1000,53212,25956.91388888889,8221.60452529067,909829,0,869907,7141,507672,0,902688,362235,0,0,1263948,0,0,507672,975,7141,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1952-02-17,No Card,
1831,1,POPLATEK MESICNE,1993-09-21,2047.0,0.0,0.0,0.0,2047.0,0.0,1993-09-21,1998-12-31,805592,2348.66472303207,2519.8025834924624,600,35919,25689.48979591837,4862.766576440037,414979,0,390613,6139,120773,408240,600,269840,0,408240,269570,0,0,120773,870,6139,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1934-08-03,No Card,
1832,70,POPLATEK MESICNE,1996-04-01,12000.1,2072.1,6072.0,581.0,3275.0,0.0,1996-04-01,1998-12-31,1502268,5502.813186813187,7502.711252948471,1100,71640,30903.604395604394,10947.19247369649,777179,121485,603604,4720,277984,745959,26500,447105,0,0,1389160,16268,0,91700,420,4720,0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1943-05-24,No Card,
1833,54,POPLATEK MESICNE,1997-11-15,1674.0,0.0,0.0,0.0,1674.0,0.0,1997-11-15,1998-12-31,141392,2719.076923076923,2933.7273076302513,900,47006,34585.17307692308,8338.024251610052,88686,0,52706,1388,15066,86398,900,37640,0,86398,38420,0,0,15066,120,1388,0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1932-10-04,No Card,
1834,62,POPLATEK MESICNE,1993-08-03,8084.0,0.0,0.0,0.0,8084.0,0.0,1993-08-03,1998-12-31,2553934,6548.548717948718,7368.846396475095,700,88671,46349.86923076923,13716.263327590408,1317094,0,1236840,13084,485040,0,1304010,751800,0,0,2054910,0,0,485040,900,13084,0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,F,1960-11-06,No Card,
1835,74,POPLATEK MESICNE,1994-12-24,7369.0,0.0,1431.0,0.0,5938.0,0.0,1994-12-24,1998-12-31,1633926,5339.6274509803925,6378.040994663222,800,102173,55844.07843137255,16593.699062716318,862645,0,771281,10277,324236,0,852368,418945,28100,0,1361732,0,0,261272,645,10277,0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1964-10-09,classic,1997-04-20
1836,42,POPLATEK MESICNE,1996-02-15,8351.0,0.0,1685.0,0.0,6666.0,0.0,1996-02-15,1998-12-31,1285388,5662.502202643172,6969.702137065824,900,64798,35071.651982378855,9937.853643177436,667723,0,617665,4795,250530,0,662928,367135,0,0,1080178,0,0,199980,435,4795,0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1975-07-25,No Card,
1837,23,POPLATEK MESICNE,1993-06-24,6387.0,0.0,0.0,0.0,6387.0,0.0,1993-06-24,1998-12-31,3162970,8027.842639593909,9053.801760935556,300,111641,60953.46700507614,15226.81482568005,1620501,0,1542469,16027,395994,0,1604474,1146475,0,0,2750034,0,0,395994,915,16027,0,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198,OWNER,F,1940-03-20,No Card,
1838,68,POPLATEK MESICNE,1994-05-26,11012.1,2072.1,0.0,0.0,8940.0,0.0,1994-05-26,1998-12-31,2595653,9945.030651340996,12136.057447786736,400,128335,47388.8122605364,23927.11254637563,1327042,213866,1054745,8620,348660,0,1318422,919951,0,0,2237788,0,0,348660,585,8620,0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,M,1944-09-07,No Card,
1839,5,POPLATEK MESICNE,1997-06-22,3093.0,0.0,0.0,0.0,3093.0,0.0,1997-06-22,1998-12-31,468182,5260.471910112359,5861.510267471965,600,73100,41506.011235955055,11421.902575449245,270278,0,197904,2987,40209,0,267291,157695,0,0,424791,0,0,40209,195,2987,0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,M,1969-05-31,No Card,
1840,21,POPLATEK MESICNE,1997-01-22,,,,,,,1997-01-22,1998-12-31,433711,4252.068627450981,4739.999169193653,900,43051,22115.656862745098,6552.088841584929,229641,0,204070,1991,0,0,227650,204070,0,0,431450,0,0,0,270,1991,0,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,OWNER,F,1971-10-13,No Card,
1841,36,POPLATEK MESICNE,1997-06-12,3099.0,0.0,259.0,0.0,2840.0,0.0,1997-06-12,1998-12-31,217940,2179.4,2774.6751124767707,300,52708,38588.9,9555.430594613981,131798,0,86142,2841,40287,0,128957,45855,0,0,177984,0,0,36920,195,2841,0,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,OWNER,M,1967-05-27,classic,1998-11-01
1843,12,POPLATEK MESICNE,1993-01-30,9932.7,0.0,0.0,0.0,6994.0,2938.7,1993-01-30,1998-12-31,2764477,5983.7164502164505,6667.359248527577,1000,71458,35669.38528138528,11907.391482813902,1398009,138076,1228392,9545,574402,1357664,30800,786666,5400,0,2179540,0,0,468598,990,9545,105804,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,OWNER,F,1940-04-20,classic,1998-09-11
1844,44,POPLATEK MESICNE,1993-01-06,2161.0,0.0,0.0,0.0,2161.0,0.0,1993-01-06,1998-12-31,441466,1375.2834890965732,1374.5995021306348,500,47335,30232.1277258567,9331.823032599803,242483,0,198983,8559,146948,233424,500,52035,0,0,431902,0,0,0,1005,8559,0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,F,1978-06-27,No Card,
1845,47,POPLATEK MESICNE,1997-08-20,12537.0,0.0,0.0,0.0,12537.0,0.0,1997-08-20,1998-12-31,1009622,11472.977272727272,12281.45938197907,800,126773,52442.375,22027.5358248019,518157,129760,361705,3507,125370,0,514650,366095,0,0,880610,0,0,125370,135,3507,0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1958-10-03,No Card,
1846,6,POPLATEK MESICNE,1995-06-17,2062.0,0.0,0.0,0.0,2062.0,0.0,1995-06-17,1998-12-31,242016,1337.1049723756905,1340.6081642413988,1000,28322,18414.17127071823,4137.124819975694,133795,0,108221,2889,78356,129906,1000,29865,0,0,238572,0,0,0,555,2889,0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1976-01-09,No Card,
1847,47,POPLATEK MESICNE,1996-04-04,1815.0,0.0,0.0,0.0,1815.0,0.0,1996-04-04,1998-12-31,334117,2049.79754601227,2306.293116722343,1100,62975,40561.57055214724,12780.534752799762,193592,0,140525,5085,52635,187407,1100,87890,0,187407,88570,0,0,52635,420,5085,0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,F,1932-03-12,No Card,
1848,1,POPLATEK MESICNE,1994-08-04,3473.0,0.0,0.0,0.0,3473.0,0.0,1994-08-04,1998-12-31,620459,2359.1596958174905,2288.304566965201,1000,35868,19095.9391634981,5062.99554431771,324322,0,296137,4047,170177,0,320275,125960,0,0,445515,0,0,170177,720,4047,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1976-06-05,No Card,
1851,55,POPLATEK MESICNE,1993-05-23,3649.0,0.0,0.0,0.0,3649.0,0.0,1993-05-23,1998-12-31,1102601,2763.4110275689222,2908.0873977657425,1000,63082,31535.002506265664,12712.999306984588,574333,0,528268,9005,226238,0,565328,302030,0,0,866428,0,0,226238,930,9005,0,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,OWNER,F,1953-08-01,No Card,
1852,35,POPLATEK MESICNE,1993-07-05,2199.0,0.0,0.0,0.0,2199.0,0.0,1993-07-05,1998-12-31,456623,1363.0537313432835,1422.113114234993,400,31856,19906.859701492536,5521.491095472592,244229,0,212394,5495,134139,217734,21000,78255,0,0,316074,0,0,134139,915,5495,0,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620,OWNER,F,1978-01-13,No Card,
1853,7,POPLATEK MESICNE,1997-01-29,,,,,,,1997-01-29,1998-12-31,292413,2215.25,4816.970622205501,800,61315,31883.666666666668,9432.264258017736,162813,0,129600,2939,0,0,159874,129600,0,0,289174,0,0,0,300,2939,0,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,OWNER,M,1975-10-24,No Card,
1854,32,POPLATEK MESICNE,1997-02-02,3948.0,0.0,0.0,0.0,3948.0,0.0,1997-02-02,1998-12-31,868013,6888.992063492064,7842.560266133535,200,74351,47383.25396825397,11099.912539429493,454531,0,413482,4558,75012,0,449973,338470,0,0,788173,0,0,75012,270,4558,0,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,OWNER,F,1945-12-07,No Card,
1855,34,POPLATEK MESICNE,1996-10-27,2897.0,0.0,0.0,0.0,2897.0,0.0,1996-10-27,1998-12-31,247072,2167.2982456140353,2285.0773381301196,400,32266,24234.614035087718,4509.919465381399,137130,0,109942,2258,60837,134472,400,49105,0,134472,49190,0,0,60837,315,2258,0,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,F,1938-12-08,No Card,
1856,26,POPLATEK MESICNE,1994-06-19,2174.0,0.0,1449.0,0.0,725.0,0.0,1994-06-19,1998-12-31,332880,1163.9160839160838,1204.7938398091821,800,33202,23705.171328671328,4916.572491255625,181870,0,151010,4976,107975,176094,800,43035,0,0,327169,0,0,0,735,4976,0,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261,OWNER,F,1971-10-13,No Card,
1857,37,POPLATEK MESICNE,1997-08-18,4574.0,0.0,279.0,0.0,4295.0,0.0,1997-08-18,1998-12-31,252184,2771.252747252747,2984.042930855187,1100,61859,37903.08791208791,11604.126247588114,154851,0,97333,2366,54888,0,152485,42445,0,0,198113,0,0,51540,165,2366,0,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,M,1965-11-15,No Card,
1858,72,POPLATEK MESICNE,1995-02-18,3764.0,0.0,0.0,0.0,3764.0,0.0,1995-02-18,1998-12-31,597099,2551.7051282051284,2676.777824571832,900,36429,24182.141025641027,4911.6780199278855,310886,0,286213,4178,158088,305808,900,128125,0,305808,128410,0,0,158088,615,4178,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,F,1927-12-09,No Card,
1859,50,POPLATEK MESICNE,1996-02-02,2826.0,0.0,0.0,0.0,2826.0,0.0,1996-02-02,1998-12-31,466700,2564.285714285714,2702.8620794777466,1100,30921,17789.45054945055,4076.20865514801,243420,0,223280,2640,84780,239680,1100,138500,0,239680,139150,0,0,84780,450,2640,0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,F,1923-08-24,No Card,
1860,70,POPLATEK MESICNE,1997-01-02,2170.0,0.0,0.0,0.0,2170.0,0.0,1997-01-02,1998-12-31,139993,1333.2666666666667,1378.8987890751152,600,22611,17126.52380952381,3700.986981393866,80268,0,59725,1548,41230,78120,600,18495,0,0,138160,0,0,0,285,1548,0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,M,1974-06-05,No Card,
1861,54,POPLATEK MESICNE,1993-07-02,3093.0,0.0,1519.0,0.0,1574.0,0.0,1993-07-02,1998-12-31,2164196,5092.225882352941,6564.751312724147,500,97824,57694.49176470588,14609.070692570476,1126975,0,1037221,15053,191766,0,1111922,845455,0,0,2050640,0,0,97588,915,15053,0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1979-08-31,No Card,
1862,19,POPLATEK TYDNE,1995-04-15,6601.7,0.0,0.0,0.0,0.0,6601.7,1995-04-15,1998-12-31,3798563,13812.956363636364,16142.114141409524,500,120872,59719.854545454546,19944.456504588874,1937054,486387,1375122,10774,171652,1901280,25000,1680857,9000,0,3614967,0,0,0,1170,10774,171652,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1950-01-02,classic,1997-06-11
1863,62,POPLATEK MESICNE,1997-04-01,4668.0,0.0,1096.0,201.0,3371.0,0.0,1997-04-01,1998-12-31,378772,2648.755244755245,3146.4224827052403,1100,59684,36500.53846153846,11467.94578027316,217408,0,161364,3141,75784,0,214267,85580,0,0,318239,3216,0,53936,240,3141,0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,F,1962-04-22,No Card,
1865,1,POPLATEK MESICNE,1994-05-04,1915.0,0.0,0.0,0.0,1915.0,0.0,1994-05-04,1998-12-31,693329,2215.108626198083,2381.9193445210435,800,42820,28902.52715654952,6152.889170226219,357574,0,335755,6438,99580,350336,800,236175,0,350336,236210,0,0,99580,765,6438,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1934-08-17,No Card,
1866,4,POPLATEK MESICNE,1997-11-17,6947.0,0.0,0.0,0.0,5051.0,1896.0,1997-11-17,1998-12-31,377888,5176.54794520548,6097.047641734974,300,59117,34858.01369863014,9959.069061375874,212500,0,165388,1786,40408,0,210714,124980,0,0,335574,0,0,40408,120,1786,0,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,M,1943-05-08,No Card,
1867,52,POPLATEK MESICNE,1995-11-15,,,,,,,1995-11-15,1998-12-31,1952035,10966.488764044943,12184.886851531237,800,91733,61376.651685393255,14702.63841274995,1019955,0,932080,9490,0,0,1010465,922680,9400,0,1942065,0,0,0,480,9490,0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1977-09-18,gold,1998-06-30
1868,16,POPLATEK TYDNE,1997-11-29,12111.0,0.0,0.0,0.0,12111.0,0.0,1997-11-29,1998-11-24,128795,5366.458333333333,8373.050833421352,300,57009,30737.75,10747.301348832118,79095,0,49700,1279,0,0,77816,49700,0,0,127516,0,0,0,0,1279,0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,M,1939-01-23,No Card,
1869,1,POPLATEK MESICNE,1996-06-14,1054.0,0.0,0.0,0.0,0.0,1054.0,1996-06-14,1998-12-31,1528098,9042.0,11560.028121361414,500,100075,67825.37869822486,18447.072987875865,810629,0,717469,8549,11594,0,802080,682375,23500,0,1507580,0,0,0,375,8549,11594,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1966-04-10,classic,1997-08-28
1870,10,POPLATEK MESICNE,1994-06-25,,,,,,,1994-06-25,1998-12-31,2479069,10460.206751054853,11145.701965725078,700,78638,50492.645569620254,12272.670498387151,1268254,0,1210815,11119,0,0,1257135,1197915,12900,0,2467215,0,0,0,735,11119,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,M,1938-12-26,classic,1997-09-13
1871,48,POPLATEK MESICNE,1994-05-10,,,,,,,1994-05-10,1998-12-31,2802350,9798.426573426574,10352.389984580137,200,75911,40264.87062937063,12740.055610362706,1415366,247819,1139165,9036,0,1405130,1200,1386984,0,0,2792549,0,0,0,765,9036,0,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,F,1963-11-10,No Card,
1872,61,POPLATEK MESICNE,1997-09-17,6023.0,0.0,137.0,0.0,5886.0,0.0,1997-09-17,1998-12-31,397457,4675.964705882353,5433.246498240648,700,66821,40475.376470588235,12264.031943021015,229311,0,168146,2323,66116,0,226988,102030,0,0,330238,0,0,64746,150,2323,0,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,OWNER,F,1960-04-21,No Card,
1874,9,POPLATEK MESICNE,1993-03-27,2100.0,0.0,0.0,0.0,2100.0,0.0,1993-03-27,1998-12-31,421697,1218.7774566473988,1229.3497442994671,400,36801,27463.33815028902,6047.957433961,225287,0,196410,7468,134400,217419,400,62010,0,0,413269,0,0,0,960,7468,0,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,M,1964-10-14,No Card,
1875,44,POPLATEK MESICNE,1993-08-21,3094.0,0.0,0.0,0.0,3094.0,0.0,1993-08-21,1998-12-31,581480,1951.275167785235,1879.4697649678812,1000,25839,17454.164429530203,3361.2789467786074,302539,0,278941,4515,182546,297024,1000,96395,0,297024,96510,0,0,182546,885,4515,0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,F,1932-04-27,No Card,
1876,1,POPLATEK MESICNE,1997-09-20,11762.0,0.0,723.0,0.0,2329.0,8710.0,1997-09-20,1998-12-31,590499,6418.467391304348,8294.8732033988,900,74277,45958.44565217391,13012.367208146688,319700,0,270799,2699,67689,0,317001,202010,1100,0,527191,0,0,25619,150,2699,34840,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1979-03-25,junior,1998-09-29
1877,76,POPLATEK MESICNE,1993-12-13,1827.0,0.0,0.0,0.0,1827.0,0.0,1993-12-13,1998-12-31,747079,1925.4613402061855,2377.741637158082,700,52309,33461.32731958763,5852.046633185506,397811,0,349268,8011,101683,389100,700,247585,0,389100,282055,0,0,67088,825,8011,0,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,OWNER,M,1921-07-01,No Card,
1878,52,POPLATEK TYDNE,1994-09-13,,,,,,,1994-09-13,1998-12-31,2256657,9286.654320987655,12336.803269275459,-8950,106611,30995.75720164609,24147.07032883282,1129651,278366,848640,6485,0,0,1123166,1127006,0,0,2249032,0,0,0,1140,6485,0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1953-11-06,No Card,
1879,10,POPLATEK MESICNE,1994-05-13,2026.0,0.0,1119.0,0.0,907.0,0.0,1994-05-13,1998-12-31,332138,1041.1849529780563,1090.701727392807,1000,18341,14131.545454545454,2193.6086958135384,174427,0,157711,3243,103326,170184,1000,54385,0,0,328130,0,0,0,765,3243,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1974-04-24,No Card,
1880,76,POPLATEK MESICNE,1994-02-25,,,,,,,1994-02-25,1998-12-31,763973,2122.1472222222224,5530.805473885734,500,91958,32392.458333333332,13642.223055163646,397848,0,366125,7636,0,0,390212,366125,0,0,755512,0,0,0,825,7636,0,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,OWNER,F,1978-06-06,No Card,
1881,60,POPLATEK MESICNE,1997-08-17,5686.0,0.0,3640.0,0.0,2046.0,0.0,1997-08-17,1998-12-31,286258,3252.931818181818,3666.1929823460673,1100,39288,17536.55681818182,6248.889328177852,156507,0,129751,1232,62546,0,155275,67205,0,0,262355,0,0,22506,165,1232,0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,M,1973-03-11,No Card,
1882,1,POPLATEK MESICNE,1993-12-21,3903.0,0.0,1936.0,60.0,1907.0,0.0,1993-12-21,1998-12-31,792866,1962.539603960396,2412.1054332794874,300,34014,17098.019801980197,4473.657909520833,403676,0,389190,4606,214665,0,399070,174525,0,0,679250,3300,0,104885,825,4606,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1961-08-09,No Card,
1884,54,POPLATEK MESICNE,1996-12-24,,,,,,,1996-12-24,1998-12-31,500259,5002.59,5095.7578595862815,800,43390,25557.27,7715.872427030014,258474,0,241785,2230,0,0,256244,241785,0,0,497744,0,0,0,285,2230,0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1966-11-26,No Card,
1885,47,POPLATEK MESICNE,1996-08-13,,,,,,,1996-08-13,1998-12-31,494803,2843.6954022988507,6860.288896180239,600,69732,31553.758620689656,13506.480242128022,255863,0,238940,3665,0,0,252198,230740,8200,0,490748,0,0,0,390,3665,0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1979-10-21,junior,1998-05-23
1886,32,POPLATEK MESICNE,1996-03-05,8710.7,0.0,0.0,0.0,4198.0,4512.7,1996-03-05,1998-12-31,1966190,9407.607655502392,11009.858465132456,700,83863,30650.22966507177,14295.878575823619,1007720,131816,826654,5208,252619,1001812,700,705851,0,0,1707928,0,0,121742,435,5208,130877,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,OWNER,F,1957-08-23,No Card,
1887,68,POPLATEK MESICNE,1993-05-09,5608.0,0.0,0.0,0.0,5608.0,0.0,1993-05-09,1998-12-31,1301079,3451.137931034483,3505.7898421175573,900,46923,29491.06366047745,6821.351551217563,662922,0,638157,7934,358912,0,654988,279245,0,0,933288,0,0,358912,945,7934,0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,F,1954-05-30,No Card,
1888,6,POPLATEK MESICNE,1996-10-21,12032.0,0.0,3473.0,3269.0,510.0,4780.0,1996-10-21,1998-12-31,1674921,6726.590361445783,10236.1007130316,-5851,78725,27610.465863453814,19654.62854479089,835764,98569,740588,5224,212124,821940,8600,627033,0,0,1533515,71918,149,11220,315,5224,52580,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,M,1957-09-19,No Card,
