,loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
166,5561,2910,1998-08-29,437460,60,7291.0,1,68,POPLATEK MESICNE,1997-10-21,21725.3,0.0,7656.0,0.0,6778.0,7291.3,1997-10-21,1998-08-20,933704.0,17617.056603773584,19736.69493648734,900.0,101929.0,48935.43396226415,24396.987985207576,483859.0,0.0,449845.0,1731.0,72170.0,481228.0,900.0,377675.0,0.0,898008.0,0.0,0.0,33890.0,75.0,1731.0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,F,1953-06-24,classic,1998-09-03
167,5563,2912,1996-02-29,380160,60,6336.0,1,74,POPLATEK MESICNE,1994-07-30,6336.0,0.0,0.0,0.0,0.0,6336.0,1994-07-30,1996-02-21,1731799.0,15888.064220183487,16718.10503852548,1100.0,147375.0,64777.16513761468,27227.84323537681,878173.0,32631.0,820995.0,3893.0,0.0,0.0,874280.0,853626.0,0.0,1727711.0,0.0,0.0,0.0,195.0,3893.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1949-12-15,classic,1997-10-25
168,5568,2933,1994-05-17,272520,60,4542.0,1,10,POPLATEK MESICNE,1993-06-18,10449.0,0.0,0.0,0.0,5907.0,4542.0,1993-06-18,1994-05-14,905385.0,10778.392857142857,13082.54578134211,1100.0,121891.0,44602.65476190476,24196.648885517465,467696.0,76384.0,361305.0,1721.0,59070.0,0.0,465975.0,378619.0,0.0,844459.0,0.0,0.0,59070.0,135.0,1721.0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,M,1939-09-02,No Card,
169,5569,2936,1998-01-20,504000,60,8400.0,1,3,POPLATEK MESICNE,1996-03-27,12647.0,0.0,0.0,0.0,4247.0,8400.0,1996-03-27,1998-01-18,516332.0,4163.967741935484,3390.1826291681623,200.0,39173.0,20942.604838709678,7160.282687132624,271151.0,0.0,245181.0,1649.0,76446.0,0.0,269502.0,168735.0,0.0,437982.0,0.0,0.0,76446.0,255.0,1649.0,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,M,1971-02-28,No Card,
175,5589,3005,1998-06-05,390000,48,8125.0,1,42,POPLATEK PO OBRATU,1997-01-11,22704.3,0.0,7696.0,0.0,6883.0,8125.3,1997-01-11,1998-05-31,475074.0,10797.136363636364,12612.06552175965,600.0,120715.0,48798.84090909091,28087.322883136145,249137.0,0.0,225937.0,1040.0,43737.0,0.0,248097.0,182200.0,0.0,453085.0,0.0,0.0,20649.0,300.0,1040.0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1947-12-13,No Card,
176,5591,3021,1996-12-04,155616,48,3242.0,1,10,POPLATEK MESICNE,1996-04-20,3241.8,0.0,0.0,0.0,0.0,3241.8,1996-04-20,1996-12-03,274536.0,9151.2,9167.249568342506,300.0,62154.0,39426.13333333333,13711.124541353482,149491.0,0.0,125045.0,1009.0,0.0,145882.0,2600.0,125045.0,0.0,273482.0,0.0,0.0,0.0,45.0,1009.0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1959-10-25,No Card,
177,5593,3037,1996-04-18,277884,36,7719.0,1,44,POPLATEK MESICNE,1994-05-26,7718.7,0.0,0.0,0.0,0.0,7718.7,1994-05-26,1996-04-15,1254283.0,10720.367521367521,12841.827028945294,1000.0,129394.0,46487.042735042734,28041.917610345405,632946.0,7812.0,613525.0,3430.0,0.0,0.0,629516.0,621337.0,0.0,1169028.0,0.0,0.0,81600.0,225.0,3430.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,F,1980-09-17,No Card,
180,5606,3084,1996-08-28,253512,36,7042.0,1,59,POPLATEK TYDNE,1996-01-28,7042.0,0.0,0.0,0.0,0.0,7042.0,1996-01-28,1996-08-25,329998.0,11379.241379310344,12285.694461606185,300.0,111044.0,37095.68965517241,24704.345416059106,171658.0,39480.0,118860.0,770.0,0.0,0.0,170888.0,158340.0,0.0,309368.0,0.0,0.0,19800.0,60.0,770.0,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,OWNER,F,1945-08-07,No Card,
181,5610,3112,1996-02-24,123216,48,2567.0,1,38,POPLATEK MESICNE,1994-08-12,5619.3,0.0,1584.0,0.0,1468.0,2567.3,1994-08-12,1996-02-22,1553462.0,12136.421875,15572.905015058095,700.0,138434.0,70622.9921875,28089.513662910507,815520.0,11120.0,726822.0,4150.0,33572.0,0.0,811370.0,704370.0,0.0,1533014.0,0.0,0.0,16148.0,150.0,4150.0,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1977-08-12,junior,1996-08-05
182,5611,3115,1996-11-15,321180,60,5353.0,1,14,POPLATEK MESICNE,1996-03-27,20076.3,0.0,0.0,0.0,14723.0,5353.3,1996-03-27,1996-11-08,516234.0,13585.105263157895,13787.777881425967,700.0,90257.0,40524.36842105263,21716.71572952074,276709.0,27988.0,211537.0,1089.0,58892.0,273020.0,2600.0,180633.0,0.0,456208.0,0.0,0.0,58892.0,45.0,1089.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,M,1936-09-07,No Card,
183,5614,3137,1998-09-21,253560,60,4226.0,1,39,POPLATEK MESICNE,1996-12-15,4226.5,0.0,0.0,0.0,0.0,4226.5,1996-12-15,1998-09-20,1116231.0,10335.472222222223,11139.343681448503,900.0,76510.0,39822.71296296296,13798.54109723803,576471.0,63920.0,475840.0,2895.0,0.0,570576.0,3000.0,539760.0,0.0,1113096.0,0.0,0.0,0.0,240.0,2895.0,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,OWNER,F,1951-06-20,No Card,
184,5616,3143,1998-05-15,130896,24,5454.0,1,38,POPLATEK MESICNE,1996-10-18,9928.0,0.0,0.0,0.0,4474.0,5454.0,1996-10-18,1998-05-11,415216.0,3674.477876106195,3038.0863898929183,300.0,49093.0,31685.17699115044,8392.447559551567,229430.0,0.0,185786.0,2334.0,62636.0,0.0,227096.0,123150.0,0.0,350036.0,0.0,0.0,62636.0,210.0,2334.0,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1954-06-15,No Card,
186,5624,3166,1995-01-03,177744,48,3703.0,1,71,POPLATEK MESICNE,1993-08-10,3702.8,0.0,0.0,0.0,0.0,3702.8,1993-08-10,1995-01-02,639060.0,6726.9473684210525,8644.789934280574,-2486.0,89734.0,26746.58947368421,21147.125101372043,326643.0,79085.0,233332.0,1812.0,0.0,0.0,324831.0,312417.0,0.0,637016.0,0.0,22.0,0.0,210.0,1812.0,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,OWNER,M,1972-03-13,classic,1996-05-20
187,5625,3189,1996-12-15,222180,60,3703.0,1,29,POPLATEK MESICNE,1995-11-29,3702.8,0.0,0.0,0.0,0.0,3702.8,1995-11-29,1996-12-10,691806.0,11725.525423728814,13888.242841308976,800.0,130659.0,55230.457627118645,26510.477179541056,375691.0,12825.0,303290.0,2676.0,0.0,0.0,373015.0,316115.0,0.0,689040.0,0.0,0.0,0.0,90.0,2676.0,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,M,1939-03-20,No Card,
192,5644,3293,1998-11-27,276084,36,7669.0,1,1,POPLATEK MESICNE,1997-08-08,11745.7,0.0,788.0,58.0,3231.0,7668.7,1997-08-08,1998-11-26,1522520.0,10721.971830985916,16207.345720073386,1100.0,132187.0,58466.30985915493,22606.373696162336,790074.0,144488.0,587958.0,3970.0,45693.0,782204.0,3900.0,683453.0,3300.0,1482148.0,696.0,0.0,35541.0,165.0,3970.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1964-03-13,classic,1998-07-25
194,5656,3353,1997-02-09,146064,24,6086.0,1,74,POPLATEK MESICNE,1996-08-27,17174.2,0.0,58.0,414.0,10616.0,6086.2,1996-08-27,1997-02-07,256878.0,11676.272727272728,12812.694646816264,200.0,90387.0,44355.09090909091,16699.72133474115,150949.0,0.0,105929.0,803.0,414.0,0.0,150146.0,105515.0,0.0,255646.0,414.0,0.0,0.0,15.0,803.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1953-06-01,No Card,
198,5674,3418,1997-06-10,207264,48,4318.0,1,42,POPLATEK PO OBRATU,1996-09-02,4318.0,0.0,0.0,0.0,0.0,4318.0,1996-09-02,1997-05-31,845571.0,14578.810344827587,15496.478280685285,400.0,123573.0,61345.03448275862,28117.426004554487,445877.0,48994.0,350700.0,1606.0,0.0,0.0,444271.0,399694.0,0.0,843465.0,0.0,0.0,0.0,500.0,1606.0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1962-10-15,No Card,
201,5683,3460,1998-05-29,140688,48,2931.0,1,16,POPLATEK MESICNE,1997-04-08,2931.0,0.0,0.0,0.0,0.0,2931.0,1997-04-08,1998-05-03,955792.0,11244.611764705882,13376.865863705676,300.0,144580.0,57514.44705882353,27755.245872029434,491326.0,67701.0,396765.0,2585.0,0.0,0.0,488741.0,464466.0,0.0,953042.0,0.0,0.0,0.0,165.0,2585.0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,M,1941-06-23,No Card,
203,5698,3556,1998-09-22,174840,60,2914.0,1,58,POPLATEK MESICNE,1997-08-29,8137.8,0.0,984.0,0.0,4240.0,2913.8,1997-08-29,1998-09-20,502745.0,5778.6781609195405,6862.802914895892,1100.0,64670.0,34822.49425287356,11111.879097021667,265225.0,80784.0,156736.0,1564.0,47016.0,244761.0,18900.0,190504.0,0.0,462901.0,0.0,0.0,38160.0,120.0,1564.0,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,OWNER,F,1951-05-07,No Card,
204,5699,3562,1998-05-24,174960,24,7290.0,1,50,POPLATEK MESICNE,1996-07-19,7290.5,0.0,0.0,0.0,0.0,7290.5,1996-07-19,1998-05-23,1708100.0,11944.755244755244,14178.756865201192,1000.0,159286.0,58926.356643356645,27760.115192206722,889667.0,91448.0,726985.0,4502.0,0.0,0.0,885165.0,818433.0,0.0,1703313.0,0.0,0.0,0.0,285.0,4502.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,F,1977-09-15,No Card,
205,5706,3608,1996-05-24,161496,36,4486.0,1,72,POPLATEK TYDNE,1994-08-30,7610.0,0.0,0.0,0.0,3124.0,4486.0,1994-08-30,1996-05-21,889778.0,6844.446153846154,10752.091808784002,500.0,113866.0,33219.97692307692,19260.59765406336,459576.0,53776.0,376426.0,2456.0,59356.0,0.0,457120.0,370846.0,0.0,827396.0,0.0,0.0,59356.0,570.0,2456.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1971-07-24,No Card,
206,5713,3629,1995-05-30,158760,60,2646.0,1,48,POPLATEK MESICNE,1993-07-27,13649.5,0.0,368.0,8742.0,1894.0,2645.5,1993-07-27,1995-05-27,772586.0,4654.1325301204815,5919.085848279195,900.0,59898.0,24908.801204819276,8944.719114596548,395881.0,37882.0,338823.0,2364.0,187068.0,373017.0,20500.0,189637.0,0.0,589155.0,148614.0,0.0,32198.0,255.0,2364.0,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,M,1978-01-31,No Card,
208,5719,3664,1997-09-20,271584,48,5658.0,1,1,POPLATEK MESICNE,1996-04-28,5658.0,0.0,0.0,0.0,0.0,5658.0,1996-04-28,1997-09-15,1285788.0,14286.533333333333,14139.829505829714,800.0,115113.0,62387.07777777778,27465.681931051757,689092.0,31961.0,564735.0,3905.0,0.0,0.0,685187.0,596696.0,0.0,1281748.0,0.0,0.0,0.0,135.0,3905.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1976-04-24,classic,1998-04-29
210,5724,3678,1995-02-05,316140,60,5269.0,1,1,POPLATEK MESICNE,1993-03-24,5269.0,0.0,0.0,0.0,0.0,5269.0,1993-03-24,1995-01-31,538226.0,3872.1294964028775,3593.2730322866405,800.0,39616.0,18632.97122302158,6901.194354668255,275516.0,0.0,262710.0,1690.0,0.0,0.0,273826.0,262710.0,0.0,431366.0,0.0,0.0,104900.0,270.0,1690.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1968-02-22,No Card,
211,5725,3679,1996-07-23,444864,48,9268.0,1,64,POPLATEK MESICNE,1995-08-15,18285.0,0.0,5148.0,0.0,3869.0,9268.0,1995-08-15,1996-07-19,411726.0,6433.21875,6889.91150326457,800.0,62904.0,32404.9375,11798.812039844828,226734.0,0.0,184992.0,1341.0,54102.0,0.0,225393.0,130890.0,0.0,387081.0,0.0,0.0,23214.0,90.0,1341.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,M,1964-03-29,No Card,
212,5731,3711,1997-11-05,460980,60,7683.0,1,3,POPLATEK MESICNE,1997-05-08,7683.2,0.0,0.0,0.0,0.0,7683.2,1997-05-08,1997-11-04,331524.0,12750.923076923076,15264.6183572943,400.0,103750.0,45410.269230769234,26778.656098553853,175344.0,22650.0,133530.0,933.0,0.0,0.0,174411.0,156180.0,0.0,323561.0,0.0,0.0,7000.0,30.0,933.0,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,F,1964-12-09,No Card,
218,5758,3859,1997-05-02,307200,60,5120.0,1,53,POPLATEK MESICNE,1996-04-23,5120.2,0.0,0.0,0.0,0.0,5120.2,1996-04-23,1997-04-30,853290.0,12548.382352941177,16271.655758871204,200.0,142668.0,44484.25,32135.768173032604,431666.0,90304.0,331320.0,1908.0,0.0,0.0,429758.0,421624.0,0.0,851262.0,0.0,0.0,0.0,120.0,1908.0,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1962-02-26,No Card,
220,5765,3875,1998-02-10,153936,24,6414.0,1,44,POPLATEK MESICNE,1997-10-18,6413.7,0.0,0.0,0.0,0.0,6413.7,1997-10-18,1998-02-08,248875.0,22625.0,21076.53976818776,1100.0,100675.0,58031.36363636364,30735.81901714261,174775.0,0.0,74100.0,506.0,0.0,173169.0,1100.0,74100.0,0.0,248369.0,0.0,0.0,0.0,0.0,506.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,M,1949-08-28,No Card,
221,5772,3906,1998-03-08,334620,60,5577.0,1,52,POPLATEK MESICNE,1997-07-08,5577.3,0.0,0.0,0.0,0.0,5577.3,1997-07-08,1998-03-05,525606.0,15017.314285714287,15727.249805898768,1100.0,92028.0,64864.05714285714,22166.99726135396,287775.0,18971.0,218860.0,2231.0,0.0,284444.0,1100.0,237831.0,0.0,523315.0,0.0,0.0,0.0,60.0,2231.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1961-05-09,No Card,
222,5773,3907,1998-03-16,133848,24,5577.0,1,37,POPLATEK MESICNE,1996-04-18,5577.3,0.0,0.0,0.0,0.0,5577.3,1996-04-18,1998-03-09,1069520.0,9549.285714285714,13119.638236902021,600.0,133751.0,42220.15178571428,33144.88030043112,539749.0,20171.0,509600.0,3112.0,0.0,0.0,536637.0,529771.0,0.0,1066108.0,0.0,0.0,0.0,300.0,3112.0,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,F,1960-06-06,No Card,
224,5779,3942,1997-10-14,107352,36,2982.0,1,27,POPLATEK TYDNE,1996-05-10,16410.5,0.0,0.0,0.0,13428.0,2982.5,1996-05-10,1997-10-10,1009740.0,12020.714285714286,13997.777244866482,600.0,151251.0,57995.17857142857,31107.080673118016,535434.0,0.0,474306.0,2576.0,93996.0,0.0,532858.0,380310.0,0.0,912958.0,0.0,0.0,93996.0,210.0,2576.0,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,F,1939-12-28,No Card,
228,5799,4052,1997-12-28,106128,36,2948.0,1,36,POPLATEK TYDNE,1997-01-25,2948.0,0.0,0.0,0.0,0.0,2948.0,1997-01-25,1997-12-21,440341.0,8468.096153846154,10324.19164619855,900.0,76251.0,36071.942307692305,15711.302590015814,245718.0,41243.0,153380.0,1245.0,0.0,227773.0,16700.0,194623.0,0.0,438916.0,0.0,0.0,0.0,180.0,1245.0,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,OWNER,M,1978-12-21,No Card,
229,5804,4079,1995-04-05,158976,48,3312.0,1,52,POPLATEK MESICNE,1993-11-03,8860.0,0.0,218.0,321.0,5009.0,3312.0,1993-11-03,1995-03-31,1337468.0,8573.51282051282,11047.175138840772,600.0,130293.0,49916.1282051282,23319.35524470217,678171.0,142215.0,517082.0,3259.0,77672.0,0.0,674912.0,581625.0,0.0,1259379.0,4494.0,0.0,70126.0,210.0,3259.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1939-01-09,No Card,
230,5805,4081,1995-11-28,137904,24,5746.0,1,11,POPLATEK MESICNE,1995-07-22,5746.0,0.0,0.0,0.0,0.0,5746.0,1995-07-22,1995-11-19,76360.0,6363.333333333333,5156.184183418329,600.0,43260.0,26886.166666666668,11982.17015427759,55760.0,0.0,20600.0,248.0,0.0,0.0,55512.0,20600.0,0.0,76112.0,0.0,0.0,0.0,0.0,248.0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,M,1968-05-06,No Card,
232,5815,4116,1998-06-03,151200,36,4200.0,1,6,POPLATEK MESICNE,1997-10-05,18648.2,0.0,0.0,0.0,14448.0,4200.2,1997-10-05,1998-06-02,708048.0,17701.2,16619.17807403273,1000.0,110723.0,66345.7,28183.8883563296,383587.0,24120.0,300341.0,1891.0,28896.0,0.0,381696.0,295565.0,0.0,677216.0,0.0,0.0,28896.0,45.0,1891.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,M,1946-10-10,No Card,
233,5817,4127,1997-08-15,100800,24,4200.0,1,50,POPLATEK MESICNE,1996-05-03,15595.2,0.0,221.0,69.0,11105.0,4200.2,1996-05-03,1997-08-12,399335.0,6239.609375,10538.942070060979,-1572.0,92355.0,26649.875,22080.342216479014,198880.0,2477.0,197978.0,1159.0,46450.0,0.0,197721.0,154005.0,0.0,353145.0,483.0,23.0,44420.0,105.0,1159.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1938-05-26,No Card,
234,5823,4144,1998-06-21,212976,36,5916.0,1,1,POPLATEK MESICNE,1996-08-19,14668.7,0.0,0.0,0.0,8753.0,5915.7,1996-08-19,1998-06-12,1836818.0,12327.637583892618,14218.521182757502,1100.0,119288.0,49635.724832214764,23435.856687718606,945018.0,84076.0,807724.0,3748.0,157554.0,0.0,941270.0,734246.0,0.0,1675246.0,0.0,0.0,157554.0,270.0,3748.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1973-06-27,No Card,
235,5830,4190,1997-08-28,405780,60,6763.0,1,62,POPLATEK MESICNE,1995-10-04,12006.0,0.0,1100.0,1242.0,2901.0,6763.0,1995-10-04,1997-08-24,645898.0,3669.875,4189.523600090387,700.0,51008.0,34044.46590909091,7073.148089498339,343713.0,0.0,302185.0,2963.0,98375.0,0.0,340750.0,203810.0,0.0,565190.0,22356.0,0.0,55119.0,270.0,2963.0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,M,1951-01-19,No Card,
237,5837,4260,1994-06-29,244560,60,4076.0,1,56,POPLATEK MESICNE,1993-10-14,16081.5,0.0,0.0,0.0,12006.0,4075.5,1993-10-14,1994-06-20,427095.0,10168.92857142857,11057.885837260912,1000.0,72513.0,38426.666666666664,15757.793656174366,224209.0,32017.0,170869.0,1031.0,48024.0,220078.0,3100.0,154862.0,0.0,377995.0,0.0,0.0,48024.0,45.0,1031.0,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,OWNER,F,1967-07-19,No Card,
239,5850,4293,1997-05-22,164196,36,4561.0,1,64,POPLATEK PO OBRATU,1996-02-04,9358.0,0.0,0.0,0.0,4797.0,4561.0,1996-02-04,1997-05-20,616578.0,12583.224489795919,15439.195003120718,500.0,119068.0,49558.755102040814,29113.203869071298,349775.0,39912.0,226891.0,924.0,14391.0,0.0,348851.0,252412.0,0.0,601063.0,0.0,0.0,14391.0,200.0,924.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,F,1956-09-23,No Card,
242,5862,4342,1997-12-09,100128,24,4172.0,1,74,POPLATEK MESICNE,1996-04-29,10307.0,0.0,0.0,0.0,6135.0,4172.0,1996-04-29,1997-12-06,1350265.0,9714.136690647481,12419.900205088954,700.0,120587.0,56496.553956834534,21125.253350053616,702641.0,63874.0,583750.0,4495.0,104295.0,0.0,698146.0,543329.0,0.0,1241220.0,0.0,0.0,104295.0,255.0,4495.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1948-04-06,classic,1998-06-15
243,5865,4354,1998-10-30,327660,60,5461.0,1,38,POPLATEK MESICNE,1997-01-08,18217.3,0.0,0.0,0.0,12756.0,5461.3,1997-01-08,1998-10-23,1439490.0,11424.52380952381,12661.386523577443,1000.0,112776.0,49281.89682539683,25697.5345462803,749511.0,71587.0,618392.0,4055.0,216852.0,0.0,745456.0,473127.0,0.0,1218343.0,0.0,0.0,216852.0,240.0,4055.0,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1942-03-18,classic,1998-11-18
245,5876,4413,1995-02-08,221280,48,4610.0,1,74,POPLATEK TYDNE,1994-01-15,12412.0,0.0,0.0,0.0,7802.0,4610.0,1994-01-15,1995-01-31,844298.0,11891.521126760563,13440.937340675902,1100.0,106145.0,37597.0,18388.536244861127,437807.0,45937.0,360554.0,1831.0,54614.0,434876.0,1100.0,351877.0,0.0,787613.0,0.0,0.0,54614.0,240.0,1831.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1968-03-28,No Card,
250,5886,4447,1996-10-31,192744,36,5354.0,1,62,POPLATEK MESICNE,1996-06-16,5353.5,0.0,0.0,0.0,0.0,5353.5,1996-06-16,1996-10-15,401313.0,15435.115384615385,14721.058946494097,200.0,128779.0,62590.53846153846,28733.379823794865,214556.0,23127.0,163630.0,809.0,0.0,0.0,213747.0,186757.0,0.0,400474.0,0.0,0.0,0.0,30.0,809.0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,M,1964-03-14,No Card,
251,5887,4448,1994-10-03,192744,36,5354.0,0,60,POPLATEK MESICNE,1993-06-02,5353.5,0.0,0.0,0.0,0.0,5353.5,1993-06-02,1994-09-30,580940.0,7643.9473684210525,10829.92365118639,700.0,121508.0,37265.68421052631,16917.163204438675,304977.0,32713.0,243250.0,2185.0,0.0,0.0,302792.0,275963.0,0.0,578605.0,0.0,0.0,0.0,150.0,2185.0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,F,1971-09-20,classic,1997-07-07
252,5889,4456,1998-02-09,321240,60,5354.0,1,14,POPLATEK MESICNE,1996-09-03,5353.5,0.0,0.0,0.0,0.0,5353.5,1996-09-03,1998-01-31,1799062.0,13228.39705882353,13530.356841413735,700.0,141990.0,76826.5,26697.307654518278,918068.0,55569.0,825425.0,5273.0,0.0,0.0,912795.0,880994.0,0.0,1793564.0,0.0,0.0,0.0,225.0,5273.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,M,1970-01-23,classic,1998-09-29
257,5900,4503,1996-01-01,135360,48,2820.0,1,50,POPLATEK MESICNE,1995-01-03,2819.8,0.0,0.0,0.0,0.0,2819.8,1995-01-03,1995-12-31,1151815.0,14958.636363636364,15929.136488233304,200.0,146480.0,64881.44155844156,30587.6456916899,603340.0,98040.0,450435.0,2660.0,0.0,0.0,600680.0,548475.0,0.0,1149020.0,0.0,0.0,0.0,135.0,2660.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1975-09-24,junior,1995-10-24
260,5918,4576,1994-06-04,300204,36,8339.0,0,27,POPLATEK MESICNE,1993-06-05,8339.0,0.0,0.0,0.0,0.0,8339.0,1993-06-05,1994-05-31,467051.0,6578.183098591549,7454.5734750264155,300.0,57677.0,34084.535211267605,11447.603257364755,250491.0,0.0,216560.0,1861.0,0.0,0.0,248630.0,216560.0,0.0,419270.0,0.0,0.0,45800.0,120.0,1861.0,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,M,1964-03-13,No Card,
267,5938,4650,1996-08-25,402000,60,6700.0,1,4,POPLATEK MESICNE,1995-10-15,10082.0,0.0,2828.0,0.0,554.0,6700.0,1995-10-15,1996-08-14,163616.0,3029.925925925926,2791.881990882365,200.0,35651.0,21568.814814814814,7900.868457337696,90423.0,0.0,73193.0,819.0,19738.0,0.0,89604.0,53455.0,0.0,159952.0,0.0,0.0,2770.0,75.0,819.0,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,M,1980-08-06,No Card,
268,5940,4660,1997-05-28,106944,24,4456.0,1,63,POPLATEK MESICNE,1997-01-03,7489.0,0.0,475.0,437.0,2121.0,4456.0,1997-01-03,1997-05-26,264220.0,14678.888888888889,14216.591528661518,800.0,83933.0,57324.27777777778,22980.937104748762,159133.0,21929.0,83158.0,933.0,2558.0,157400.0,800.0,102529.0,0.0,260729.0,437.0,0.0,2121.0,0.0,933.0,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,OWNER,F,1953-03-22,No Card,
269,5942,4681,1997-03-15,162624,48,3388.0,1,70,POPLATEK MESICNE,1995-08-08,12919.0,0.0,4515.0,0.0,5016.0,3388.0,1995-08-08,1997-03-09,852289.0,6360.365671641791,7409.078423855613,16400.0,73290.0,37092.985074626864,11884.310944111023,445850.0,9333.0,397106.0,3098.0,147981.0,437052.0,5700.0,258458.0,0.0,768710.0,0.0,0.0,80256.0,225.0,3098.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1957-11-04,No Card,
